
Active Connections

  Proto  Local Address          Foreign Address        State           PID
  TCP    172.16.61.108:53166    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53171    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53173    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53174    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53175    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53176    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53178    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53179    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53180    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53182    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53184    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53187    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53189    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53191    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53192    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53196    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53197    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53198    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53199    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53203    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53204    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53205    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53206    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53209    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53210    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53213    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53214    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53216    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53218    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53221    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53222    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53223    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53224    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53225    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53228    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53230    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53231    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53232    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53234    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53238    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53242    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53244    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53246    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53248    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53249    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53250    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53251    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53252    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53254    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53258    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53260    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53261    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53262    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53264    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53266    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53267    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53270    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53271    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53272    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53273    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53276    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53280    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53287    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53291    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53292    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53294    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53295    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53297    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53298    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53304    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53305    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53306    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53307    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53308    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53309    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53312    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53313    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53314    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53315    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53316    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53318    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53320    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53324    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53326    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53327    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53328    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53329    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53330    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53333    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53338    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53339    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53340    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53341    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53342    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53344    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53348    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53349    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53352    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53354    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53355    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53358    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53360    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53361    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53363    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53364    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53365    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53367    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53369    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53372    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53375    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53376    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53384    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53385    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53386    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53387    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53388    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53389    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53390    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53391    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53394    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53396    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53397    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53398    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53399    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53400    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53402    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53403    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53405    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53407    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53408    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53410    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53411    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53414    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53415    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53416    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53419    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53421    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53422    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53424    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53425    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53426    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53427    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53431    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53432    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53435    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53438    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53439    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53445    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53447    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53448    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53449    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53450    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53452    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53453    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53455    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53458    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53459    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53462    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53463    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53464    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53467    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53469    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53470    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53473    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53475    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53478    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53479    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53480    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53481    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53485    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53486    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53488    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53489    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53490    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53492    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53493    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53495    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53497    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53498    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53499    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53501    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53502    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53503    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53504    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53506    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53510    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53511    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53512    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53514    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53515    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53519    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53520    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53521    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53524    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53526    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53528    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53530    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53534    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53537    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53540    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53544    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53545    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53546    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53550    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53553    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53554    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53557    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53558    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53559    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53561    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53562    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53564    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53565    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53568    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53569    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53570    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53571    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53572    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53573    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53575    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53576    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53577    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53581    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53582    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53583    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53585    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53588    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53589    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53591    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53592    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53593    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53596    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53599    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53600    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53602    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53603    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53605    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53607    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53612    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53613    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53614    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53615    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53616    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53617    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53619    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53621    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53624    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53627    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53628    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53630    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53632    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53633    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53636    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53637    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53638    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53639    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53641    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53643    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53644    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53647    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53648    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53649    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53652    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53653    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53654    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53656    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53657    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53658    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53660    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53662    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53663    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53666    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53668    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53671    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53674    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53676    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53677    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53681    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53682    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53684    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53685    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53687    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53689    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53697    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53701    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53702    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53704    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53707    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53708    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53709    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53712    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53713    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53715    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53716    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53717    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53718    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53719    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53721    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53724    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53726    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53728    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53730    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53733    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53735    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53737    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53739    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53740    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53741    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53742    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53744    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53745    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53747    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53749    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53750    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53751    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53752    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53753    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53754    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53757    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53758    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53760    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53761    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53764    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53767    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53768    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53769    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53770    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53771    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53774    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53778    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53779    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53781    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53785    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53786    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53788    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53789    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53792    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53795    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53801    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53805    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53806    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53807    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53808    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53810    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53811    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53812    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53813    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53814    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53815    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53817    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53818    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53819    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53820    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53821    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53824    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53825    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53827    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53828    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53829    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53830    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53832    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53834    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53836    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53838    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53840    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53841    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53842    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53844    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53853    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53855    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53856    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53858    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53859    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53862    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53863    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53864    KBOX:https             CLOSE_WAIT      3212
  TCP    172.16.61.108:53865    KBOX:https             CLOSE_WAIT      3212
